usuario_id,empresa_id,cargo,fecha_inicio,actual
u13,e93,Product Owner,2023-10-17,false
u1822,e94,UX Designer,2019-05-29,false
u1915,e95,Consultant,2024-06-03,false
u1285,e96,Junior Developer,2019-11-05,false
u1610,e97,Junior Developer,2015-04-12,false
u1876,e98,Consultant,2017-11-05,true
u858,e99,Software Engineer,2016-06-11,true
u413,e100,QA Engineer,2018-01-17,true
u1675,e101,UX Designer,2018-01-11,false
u1206,e102,Senior Developer,2016-05-23,true
u296,e103,Intern,2019-07-16,false
u1876,e104,Tech Lead,2015-09-07,true
u1125,e105,Data Analyst,2020-08-23,true
u1847,e106,UX Designer,2020-03-13,false
u537,e107,Intern,2020-02-04,true
u1899,e108,DevOps Engineer,2017-07-09,true
u1916,e109,Tech Lead,2021-08-27,true
u1282,e110,Director of Engineering,2024-04-06,true
u848,e111,Software Engineer,2016-02-06,true
u1859,e112,Business Analyst,2018-07-22,true
u1999,e113,UX Designer,2023-11-15,false
u474,e114,Software Engineer,2023-04-19,false
u1324,e115,Junior Developer,2022-02-08,false
u330,e116,UX Designer,2016-02-28,true
u1763,e117,Director of Engineering,2024-05-29,true
u557,e118,Engineering Manager,2016-09-21,true
u131,e119,CTO,2018-11-10,true
u1417,e120,Software Engineer,2023-05-01,true
u2,e121,UX Designer,2022-03-25,true
u261,e122,Data Analyst,2021-11-01,false
u1843,e123,Consultant,2018-10-27,true
u1630,e124,Engineering Manager,2024-01-16,true
u328,e125,Engineering Manager,2023-03-05,false
u1011,e126,Software Engineer,2015-08-05,true
u708,e127,DevOps Engineer,2021-06-21,true
u798,e128,Junior Developer,2021-12-19,false
u151,e129,Intern,2017-10-31,false
u958,e130,QA Engineer,2021-02-10,true
u1319,e131,Junior Developer,2015-09-28,false
u537,e132,QA Engineer,2020-07-03,false
u466,e133,Junior Developer,2016-12-02,true
u156,e134,Director of Engineering,2015-08-28,true
u138,e135,Engineering Manager,2022-02-24,true
u652,e136,UX Designer,2024-04-20,true
u1953,e137,Consultant,2019-05-02,true
u949,e138,Junior Developer,2015-06-18,false
u1912,e139,Data Analyst,2023-06-06,true
u969,e140,Senior Developer,2020-04-05,false
u1481,e141,DevOps Engineer,2017-09-01,false
u247,e142,Business Analyst,2024-07-22,true
u1150,e143,Consultant,2024-11-03,false
u1716,e144,Director of Engineering,2021-04-03,true
u966,e145,Senior Developer,2016-02-11,true
u1149,e146,CTO,2019-08-26,false
u657,e147,Senior Developer,2021-03-20,false
u345,e148,Engineering Manager,2019-08-16,false
u1882,e149,Business Analyst,2016-01-03,true
u1228,e150,Business Analyst,2019-03-25,false
u1891,e151,Consultant,2016-10-05,false
u1548,e152,Engineering Manager,2015-08-31,false
u1209,e153,Software Engineer,2020-04-08,false
u1607,e154,Consultant,2021-08-10,false
u1788,e155,Data Analyst,2018-11-17,true
u697,e156,Senior Developer,2016-02-17,true
u797,e157,Engineering Manager,2018-10-06,false
u1295,e158,Software Engineer,2017-04-20,true
u468,e159,Business Analyst,2019-03-11,false
u826,e160,QA Engineer,2016-07-30,false
u1819,e161,Intern,2021-11-14,false
u1653,e162,Data Analyst,2024-10-02,false
u1940,e163,Junior Developer,2023-05-25,false
u1910,e164,Business Analyst,2020-03-10,true
u1907,e165,Senior Developer,2015-03-21,true
u883,e166,Intern,2021-03-16,true
u627,e167,Senior Developer,2020-11-13,true
u1293,e168,Business Analyst,2024-03-24,true
u1913,e169,QA Engineer,2022-03-06,false
u1188,e170,Intern,2019-04-25,false
u517,e171,UX Designer,2022-01-23,true
u249,e172,Data Analyst,2020-10-20,false
u960,e173,DevOps Engineer,2022-06-08,true
u171,e174,Junior Developer,2021-07-01,false
u263,e175,Senior Developer,2019-12-18,false
u1851,e176,Junior Developer,2015-09-07,true
u1736,e177,Director of Engineering,2018-07-17,false
u1341,e178,Product Owner,2018-04-23,false
u478,e179,Junior Developer,2021-01-24,false
u1191,e180,DevOps Engineer,2017-02-05,false
u1122,e181,Business Analyst,2015-03-19,false
u659,e182,DevOps Engineer,2024-10-23,false
u215,e183,CTO,2018-05-12,true
u1243,e184,Director of Engineering,2023-08-27,false
u716,e185,Junior Developer,2016-01-20,false
u1989,e186,Engineering Manager,2017-11-02,false
u1660,e187,Senior Developer,2022-04-20,true
u926,e188,QA Engineer,2017-07-29,true
u218,e189,Consultant,2022-11-24,true
u835,e190,Software Engineer,2015-05-09,false
u1514,e191,Business Analyst,2019-08-20,true
u547,e192,CTO,2016-08-17,true
u789,e193,Engineering Manager,2022-12-12,true
u1065,e194,Data Analyst,2020-02-27,false
u256,e195,Business Analyst,2018-03-16,true
u731,e196,Product Owner,2018-01-28,true
u1612,e197,Data Analyst,2018-09-23,false
u65,e198,Data Analyst,2018-10-26,true
u1358,e199,Product Owner,2021-01-01,false
u408,e200,QA Engineer,2019-08-13,true
u1014,e201,Business Analyst,2017-11-05,false
u29,e202,Engineering Manager,2023-02-27,false
u1953,e203,UX Designer,2015-12-30,true
u672,e204,Software Engineer,2021-08-14,true
u919,e205,Data Analyst,2019-08-27,false
u1169,e206,Consultant,2016-03-16,true
u107,e207,Software Engineer,2022-09-27,true
u1813,e208,Consultant,2024-09-12,false
u1883,e209,Intern,2024-06-21,true
u1612,e210,CTO,2015-07-03,false
u478,e211,Product Owner,2018-06-30,false
u1367,e212,Business Analyst,2023-07-07,true
u165,e213,DevOps Engineer,2019-09-25,true
u212,e214,CTO,2023-09-11,true
u62,e215,CTO,2017-01-08,false
u1242,e216,UX Designer,2020-08-14,false
u1212,e217,Business Analyst,2020-03-11,true
u1587,e218,Intern,2015-08-11,true
u1554,e219,Business Analyst,2015-07-10,true
u1130,e220,Tech Lead,2015-09-23,true
u695,e221,Software Engineer,2020-03-21,true
u794,e222,Business Analyst,2019-07-17,false
u1160,e223,Business Analyst,2019-07-31,false
u308,e224,Consultant,2016-09-16,true
u1342,e225,QA Engineer,2016-11-07,false
u1967,e226,Senior Developer,2023-05-06,false
u14,e227,Junior Developer,2021-10-14,true
u1474,e228,Consultant,2016-06-01,false
u673,e229,UX Designer,2019-12-16,true
u967,e230,CTO,2024-10-19,false
u1226,e231,Senior Developer,2023-03-24,true
u58,e232,Intern,2019-09-06,false
u1349,e233,UX Designer,2021-05-25,false
u544,e234,Software Engineer,2016-05-19,false
u1856,e235,CTO,2018-09-30,true
u578,e236,Consultant,2023-10-23,true
u250,e237,Junior Developer,2018-02-22,true
u1567,e238,DevOps Engineer,2021-07-09,false
u1545,e239,Intern,2015-02-15,true
u237,e240,Consultant,2016-12-12,true
u1276,e241,Tech Lead,2018-01-04,false
u1981,e242,Engineering Manager,2021-03-06,true
u1973,e243,QA Engineer,2018-05-23,false
u197,e244,Engineering Manager,2018-10-02,false
u633,e245,Junior Developer,2016-11-04,true
u1559,e246,DevOps Engineer,2024-02-13,false
u876,e247,Tech Lead,2015-02-20,true
u1868,e248,DevOps Engineer,2019-06-26,false
u137,e249,UX Designer,2020-12-19,false
u1657,e250,Data Analyst,2018-12-12,true
u1154,e251,DevOps Engineer,2016-06-19,true
u256,e252,Product Owner,2018-03-07,false
u1528,e253,Business Analyst,2017-12-20,true
u910,e254,Business Analyst,2020-01-12,true
u1809,e255,Junior Developer,2021-01-23,true
u1742,e256,Junior Developer,2020-11-25,true
u1927,e257,CTO,2018-12-19,false
u1834,e258,UX Designer,2016-05-23,true
u1755,e259,Software Engineer,2021-08-10,true
u1306,e260,Tech Lead,2019-07-29,false
u1649,e261,Junior Developer,2020-06-04,true
u1029,e262,UX Designer,2024-02-09,true
u1735,e263,Intern,2024-08-14,true
u162,e264,Software Engineer,2020-10-30,false
u519,e265,CTO,2023-11-08,false
u1843,e266,Junior Developer,2022-01-04,false
u565,e267,Business Analyst,2023-09-24,false
u1789,e268,Engineering Manager,2024-05-26,false
u499,e269,Product Owner,2022-01-05,true
u1377,e270,Senior Developer,2023-06-04,true
u1599,e271,QA Engineer,2018-12-24,true
u68,e272,Director of Engineering,2016-03-26,true
u1938,e273,UX Designer,2017-05-02,false
u41,e274,Senior Developer,2021-05-02,false
u297,e275,Director of Engineering,2019-08-14,false
u1728,e276,Senior Developer,2022-10-02,true
u1579,e277,Director of Engineering,2023-01-30,false
u1293,e278,QA Engineer,2017-04-26,false
u813,e279,CTO,2017-08-01,false
u1231,e280,DevOps Engineer,2022-12-13,true
u1739,e281,QA Engineer,2018-07-09,false
u1965,e282,Intern,2019-04-02,false
u1309,e283,QA Engineer,2016-02-25,true
u1801,e284,Software Engineer,2021-07-04,true
u237,e285,Intern,2022-08-18,true
u1167,e286,Software Engineer,2024-01-08,false
u230,e287,Junior Developer,2018-09-11,true
u1049,e288,Business Analyst,2019-04-12,true
u9,e289,Junior Developer,2015-12-26,true
u346,e290,QA Engineer,2015-07-25,false
u40,e291,Business Analyst,2020-11-26,false
u770,e292,Senior Developer,2017-03-25,false
u1733,e293,Tech Lead,2023-06-05,true
u905,e294,Junior Developer,2017-08-05,false
u1736,e295,Data Analyst,2015-01-17,true
u883,e296,CTO,2024-11-11,false
u99,e297,Data Analyst,2017-01-05,false
u299,e298,DevOps Engineer,2022-04-02,true
u1112,e299,UX Designer,2022-12-13,false
u28,e300,Junior Developer,2018-08-20,true
u1864,e301,Consultant,2024-08-21,false
u983,e302,Data Analyst,2020-12-07,true
u1938,e303,Director of Engineering,2017-11-02,false
u31,e304,Tech Lead,2015-03-19,true
u1458,e305,Director of Engineering,2021-09-16,false
u960,e306,Business Analyst,2020-09-17,true
u955,e307,Tech Lead,2020-06-16,false
u1544,e308,CTO,2016-01-14,true
u964,e309,Product Owner,2022-08-26,true
u222,e310,Software Engineer,2015-04-03,false
u1602,e311,Business Analyst,2023-05-16,false
u231,e312,Data Analyst,2019-08-28,false
u1795,e313,Business Analyst,2021-06-05,true
u1226,e314,UX Designer,2021-02-22,false
u1516,e315,UX Designer,2019-01-20,false
u1551,e316,Consultant,2018-10-19,false
u673,e317,Junior Developer,2024-06-15,false
u963,e318,Senior Developer,2018-08-26,true
u239,e319,Data Analyst,2024-03-10,true
u985,e320,Senior Developer,2023-02-27,false
u506,e321,Software Engineer,2015-05-29,false
u475,e322,DevOps Engineer,2021-10-25,true
u1205,e323,Engineering Manager,2023-02-01,true
u1776,e324,CTO,2021-06-16,true
u1179,e325,Business Analyst,2021-11-08,false
u681,e326,Consultant,2017-09-02,false
u277,e327,Consultant,2017-10-07,true
u1998,e328,Intern,2024-05-09,false
u415,e329,Product Owner,2020-07-25,true
u633,e330,Product Owner,2015-02-19,true
u1998,e331,UX Designer,2017-11-29,false
u595,e332,Junior Developer,2019-12-02,false
u1284,e333,Data Analyst,2024-05-26,true
u1184,e334,Software Engineer,2020-11-08,true
u122,e335,UX Designer,2019-12-12,true
u305,e336,QA Engineer,2024-12-03,false
u624,e337,Consultant,2018-01-08,true
u1136,e338,Data Analyst,2024-09-13,false
u406,e339,Software Engineer,2018-10-24,false
u1095,e340,Junior Developer,2024-09-30,true
u1680,e341,Business Analyst,2019-06-13,false
u1166,e342,CTO,2018-09-10,false
u1471,e343,Data Analyst,2017-09-29,false
u196,e344,Senior Developer,2019-04-20,true
u1934,e345,Junior Developer,2015-08-28,true
u773,e346,CTO,2021-02-16,false
u785,e347,UX Designer,2016-07-02,false
u1661,e348,Consultant,2019-12-20,false
u1574,e349,Consultant,2024-06-30,false
u343,e350,Data Analyst,2015-06-20,false
u1444,e351,Business Analyst,2024-05-09,false
u1844,e352,DevOps Engineer,2022-04-02,true
u800,e353,Consultant,2022-03-12,true
u1806,e354,CTO,2016-11-27,true
u696,e355,Tech Lead,2018-02-04,false
u547,e356,Business Analyst,2023-11-06,false
u374,e357,Product Owner,2015-08-14,true
u1876,e358,Intern,2016-05-12,true
u997,e359,Consultant,2024-07-14,true
u1600,e360,Business Analyst,2016-11-04,true
u71,e361,Senior Developer,2018-02-24,false
u1376,e362,Intern,2018-05-22,true
u1411,e363,Product Owner,2020-05-09,false
u692,e364,Business Analyst,2016-08-23,false
u111,e365,Product Owner,2021-05-01,true
u1498,e366,Engineering Manager,2019-12-12,true
u1940,e367,Junior Developer,2022-05-08,false
u639,e368,CTO,2023-07-30,true
u944,e369,Consultant,2016-04-14,false
u855,e370,Intern,2018-05-06,true
u812,e371,QA Engineer,2022-11-23,false
u737,e372,Engineering Manager,2015-09-04,false
u1600,e373,Intern,2017-02-01,false
u1826,e374,Business Analyst,2016-03-20,true
u1537,e375,Senior Developer,2017-06-12,true
u1672,e376,Senior Developer,2021-03-07,false
u1320,e377,Consultant,2018-02-07,true
u576,e378,Director of Engineering,2016-04-28,true
u496,e379,Junior Developer,2022-02-15,false
u32,e380,Software Engineer,2021-11-15,false
u1251,e381,Tech Lead,2016-02-26,false
u1203,e382,Intern,2020-05-12,true
u79,e383,Consultant,2020-02-12,false
u1293,e384,Tech Lead,2016-01-16,true
u1285,e385,Junior Developer,2022-01-07,false
u317,e386,DevOps Engineer,2020-09-23,true
u1770,e387,Consultant,2020-06-02,false
u1976,e388,Director of Engineering,2018-06-24,true
u1360,e389,Engineering Manager,2022-03-21,true
u1594,e390,Junior Developer,2015-01-11,false
u1808,e391,QA Engineer,2019-12-18,false
u484,e392,Tech Lead,2022-07-11,true
u912,e393,Engineering Manager,2015-08-01,false
u1626,e394,Product Owner,2022-05-18,false
u994,e395,Director of Engineering,2018-08-02,false
u984,e396,Tech Lead,2020-01-28,true
u805,e397,DevOps Engineer,2024-03-23,true
u1488,e398,Senior Developer,2018-07-10,false
u1722,e399,Tech Lead,2017-04-01,true
u237,e400,Intern,2024-01-17,true
u847,e401,QA Engineer,2019-03-08,true
u188,e402,Junior Developer,2021-01-05,false
u1087,e403,Data Analyst,2018-04-14,true
u528,e404,Data Analyst,2021-12-02,false
u926,e405,Junior Developer,2019-01-26,false
u978,e406,Intern,2016-02-19,false
u1219,e407,Director of Engineering,2016-08-10,true
u1613,e408,QA Engineer,2017-09-24,true
u484,e409,Junior Developer,2018-05-24,true
u827,e410,Consultant,2023-01-19,true
u216,e411,Tech Lead,2020-07-16,false
u1880,e412,Director of Engineering,2017-04-11,true
u8,e413,Senior Developer,2024-04-20,true
u507,e414,Engineering Manager,2020-08-25,true
u918,e415,Senior Developer,2024-12-03,true
u1593,e416,Product Owner,2023-08-10,true
u729,e417,Data Analyst,2015-09-23,false
u331,e418,Intern,2015-09-29,true
u1932,e419,Data Analyst,2020-03-09,true
u1039,e420,Engineering Manager,2016-09-07,false
u827,e421,Business Analyst,2018-05-15,false
u1101,e422,UX Designer,2017-04-26,false
u1886,e423,UX Designer,2024-03-20,true
u933,e424,Senior Developer,2016-05-03,true
u1953,e425,UX Designer,2018-06-22,true
u728,e426,Senior Developer,2023-06-16,false
u1072,e427,Tech Lead,2019-10-17,false
u1054,e428,Product Owner,2020-04-03,true
u49,e429,Consultant,2016-02-24,false
u833,e430,Product Owner,2022-09-18,true
u1627,e431,Intern,2021-09-15,true
u466,e432,Business Analyst,2016-12-21,false
u143,e433,Engineering Manager,2022-02-25,true
u514,e434,QA Engineer,2015-07-23,false
u1912,e435,Director of Engineering,2024-06-04,true
u1703,e436,Tech Lead,2021-10-30,false
u1662,e437,Intern,2020-01-24,true
u1594,e438,Product Owner,2023-02-03,true
u1898,e439,Software Engineer,2016-02-07,false
u44,e440,Software Engineer,2015-11-07,true
u1637,e441,Software Engineer,2019-01-15,false
u1045,e442,UX Designer,2018-11-28,false
u415,e443,Data Analyst,2022-09-05,true
u1500,e444,Business Analyst,2024-12-18,true
u1053,e445,Data Analyst,2016-06-17,false
u273,e446,Consultant,2021-11-11,true
u5,e447,Junior Developer,2022-05-10,true
u154,e448,DevOps Engineer,2024-03-27,true
u453,e449,Business Analyst,2018-06-15,false
u1666,e450,Intern,2020-06-15,false
u863,e451,UX Designer,2021-11-28,false
u1850,e452,Business Analyst,2021-07-18,false
u963,e453,Data Analyst,2020-11-14,false
u1787,e454,DevOps Engineer,2016-12-24,true
u672,e455,Senior Developer,2024-09-29,true
u1881,e456,Tech Lead,2019-10-21,false
u735,e457,UX Designer,2023-08-01,false
u1812,e458,DevOps Engineer,2018-08-26,false
u1464,e459,Software Engineer,2019-03-30,false
u373,e460,Software Engineer,2021-03-15,true
u93,e461,Business Analyst,2015-04-06,true
u1441,e462,UX Designer,2017-03-20,false
u470,e463,Business Analyst,2021-10-20,true
u1354,e464,Senior Developer,2024-05-29,false
u700,e465,Intern,2019-07-09,true
u376,e466,DevOps Engineer,2021-04-29,true
u1209,e467,Senior Developer,2018-09-21,true
u1038,e468,Business Analyst,2015-09-12,true
u503,e469,Business Analyst,2015-06-24,true
u676,e470,Intern,2020-01-27,false
u1754,e471,Data Analyst,2020-04-20,false
u485,e472,Tech Lead,2022-05-02,false
u1803,e473,Software Engineer,2021-08-30,false
u154,e474,Senior Developer,2019-12-18,true
u668,e475,Junior Developer,2023-10-30,false
u1075,e476,DevOps Engineer,2022-11-02,true
u1751,e477,CTO,2022-08-23,true
u1848,e478,Business Analyst,2018-02-21,false
u709,e479,Consultant,2020-08-28,true
u343,e480,DevOps Engineer,2016-04-16,true
u506,e481,Tech Lead,2019-07-22,false
u1371,e482,Senior Developer,2021-07-10,true
u1829,e483,Business Analyst,2019-04-27,true
u316,e484,QA Engineer,2024-06-07,false
u956,e485,Director of Engineering,2022-05-28,true
u234,e486,Director of Engineering,2021-05-19,false
u406,e487,Director of Engineering,2016-05-06,false
u137,e488,CTO,2022-12-21,true
u531,e489,Consultant,2023-05-10,true
u83,e490,Data Analyst,2021-10-01,true
u699,e491,Intern,2015-04-11,false
u1015,e492,Engineering Manager,2022-10-04,true
u1845,e493,Software Engineer,2015-06-23,false
u1524,e494,Engineering Manager,2021-11-20,true
u1374,e495,Data Analyst,2023-07-14,false
u1174,e496,Junior Developer,2022-02-25,false
u1884,e497,DevOps Engineer,2018-01-13,true
u909,e498,DevOps Engineer,2020-02-20,false
u784,e499,Product Owner,2024-04-03,false
u859,e203,Intern,2020-03-22,false
u1543,e30,Senior Developer,2018-10-30,false
u64,e378,Director of Engineering,2020-06-07,false
u415,e350,Business Analyst,2016-02-07,false
u1049,e322,Junior Developer,2020-08-19,true
u73,e88,Business Analyst,2022-08-25,false
u656,e437,Intern,2022-12-10,false
u1442,e139,Software Engineer,2023-12-07,false
u637,e398,Business Analyst,2015-08-05,false
u334,e231,Director of Engineering,2017-01-24,true
u702,e126,Consultant,2022-11-29,true
u1794,e308,Tech Lead,2023-11-09,true
u1029,e433,Engineering Manager,2017-07-28,false
u227,e406,Junior Developer,2016-02-16,true
u1860,e378,Tech Lead,2021-07-13,false
u1403,e49,Intern,2019-03-23,false
u144,e312,Tech Lead,2020-12-02,true
u1177,e191,Tech Lead,2015-03-19,false
u132,e162,Data Analyst,2022-07-22,false
u1687,e7,Senior Developer,2024-12-17,false
u887,e186,Software Engineer,2021-02-05,false
u1230,e178,Engineering Manager,2021-11-07,true
u1713,e479,Data Analyst,2015-04-08,true
u873,e263,Director of Engineering,2017-12-10,true
u660,e369,Director of Engineering,2023-04-16,false
u112,e99,CTO,2018-12-30,true
u1118,e464,Intern,2018-12-11,true
u1226,e19,Junior Developer,2020-08-05,true
u236,e337,Senior Developer,2020-09-17,false
u1154,e338,DevOps Engineer,2015-06-29,false
u1939,e238,CTO,2021-12-22,false
u794,e100,QA Engineer,2019-12-09,false
u1236,e134,DevOps Engineer,2021-02-13,true
u1551,e36,CTO,2015-07-26,true
u1545,e108,Junior Developer,2024-04-16,false
u1203,e201,Data Analyst,2023-06-04,true
u1039,e121,UX Designer,2019-03-06,false
u1736,e193,Intern,2019-07-09,true
u1620,e7,Data Analyst,2022-09-23,false
u1722,e242,Consultant,2018-01-03,false
u578,e166,Software Engineer,2023-01-26,false
u1158,e419,DevOps Engineer,2021-07-17,true
u68,e165,Consultant,2017-12-11,false
u1745,e161,Junior Developer,2020-11-06,false
u1198,e77,Software Engineer,2019-01-08,false
u995,e378,Software Engineer,2018-12-26,true
u298,e435,Senior Developer,2016-02-18,true
u944,e135,Data Analyst,2021-11-10,false
u218,e431,Consultant,2017-05-26,false
u1938,e111,Intern,2015-11-30,false
u763,e15,Senior Developer,2024-10-02,true
u846,e78,Intern,2023-04-17,true
u151,e408,Junior Developer,2019-03-27,true
u1313,e38,CTO,2020-04-16,true
u1112,e137,CTO,2019-10-02,true
u241,e259,Product Owner,2015-10-08,false
u746,e327,QA Engineer,2018-03-15,true
u1245,e309,Consultant,2018-11-28,false
u779,e26,Director of Engineering,2022-07-20,false
u434,e276,Junior Developer,2022-11-03,false
u445,e400,CTO,2015-01-29,true
u859,e468,QA Engineer,2020-11-24,false
u825,e486,Engineering Manager,2020-07-28,true
u835,e205,DevOps Engineer,2020-11-20,true
u150,e366,Product Owner,2022-10-16,true
u88,e339,QA Engineer,2021-08-09,true
u613,e85,Senior Developer,2018-12-29,false
u1938,e393,Engineering Manager,2018-02-22,false
u943,e318,Business Analyst,2021-03-19,true
u201,e192,Engineering Manager,2024-07-11,true
u1437,e241,Director of Engineering,2018-12-12,false
u456,e77,Intern,2020-06-04,true
u942,e127,DevOps Engineer,2022-11-10,true
u1141,e232,Intern,2016-03-10,true
u315,e308,Data Analyst,2017-02-01,true
u1215,e50,Tech Lead,2016-03-21,false
u1716,e408,Tech Lead,2015-01-20,false
u1474,e475,Tech Lead,2021-09-18,false
u1263,e92,Senior Developer,2022-07-12,true
u1909,e120,QA Engineer,2017-09-16,true
u1343,e115,Engineering Manager,2016-05-23,false
u433,e293,Senior Developer,2019-06-26,true
u1108,e443,Consultant,2015-03-09,true
u386,e409,Senior Developer,2022-09-15,true
u330,e118,Junior Developer,2023-08-31,true
u1889,e499,Software Engineer,2015-04-07,true
u1755,e159,Senior Developer,2023-02-04,false
u1156,e399,Director of Engineering,2020-09-12,false
u1082,e336,Director of Engineering,2024-01-11,true
u1082,e372,CTO,2018-12-06,false
u774,e231,Junior Developer,2021-01-19,false
u1483,e253,UX Designer,2017-02-14,true
u1112,e241,Intern,2019-11-03,true
u358,e232,Director of Engineering,2021-07-01,true
u773,e440,Consultant,2020-04-23,false
u287,e286,Product Owner,2023-04-20,true
u1611,e54,Junior Developer,2016-12-20,true
u223,e373,QA Engineer,2016-12-26,false
u1181,e470,UX Designer,2018-02-12,false
u709,e40,Engineering Manager,2023-08-27,false
u1851,e267,DevOps Engineer,2023-03-26,true
u63,e50,Data Analyst,2018-10-26,false
u1402,e404,Product Owner,2020-12-17,true
u1233,e222,UX Designer,2022-08-05,true
u1747,e228,Engineering Manager,2020-03-11,false
u336,e228,UX Designer,2021-11-15,true
u1971,e117,Intern,2016-06-18,true
u1884,e329,QA Engineer,2021-09-11,true
u885,e499,QA Engineer,2020-10-03,true
u959,e12,Senior Developer,2017-02-07,false
u890,e20,Senior Developer,2018-07-21,false
u1222,e232,Product Owner,2018-03-29,true
u1228,e480,Software Engineer,2021-06-08,false
u1155,e8,Junior Developer,2017-04-10,true
u660,e248,Tech Lead,2022-02-04,true
u857,e169,Intern,2020-07-29,false
u577,e393,Tech Lead,2023-02-20,true
u737,e431,CTO,2020-03-19,true
u696,e123,CTO,2020-02-28,false
u1783,e2,DevOps Engineer,2021-01-02,true
u1072,e216,Intern,2016-08-09,false
u1265,e321,Consultant,2019-07-23,false
u1287,e94,Senior Developer,2023-04-02,true
u85,e235,QA Engineer,2019-02-02,true
u1817,e272,Senior Developer,2021-02-22,false
u224,e127,Data Analyst,2021-08-15,false
u1875,e436,DevOps Engineer,2019-07-20,false
u981,e0,Engineering Manager,2019-10-08,false
u1213,e420,Intern,2021-05-06,true
u1552,e471,DevOps Engineer,2015-09-08,false
