empresa_id,empleo_id,fecha_publicacion,urgente,remunerado
e210,j77,2026-04-27,false,true
e328,j78,2026-04-28,true,false
e445,j79,2022-05-13,false,false
e134,j80,2024-07-28,true,false
e20,j81,2026-06-28,true,true
e230,j82,2022-10-04,true,true
e271,j83,2026-08-05,false,true
e163,j84,2022-09-08,true,true
e272,j85,2026-06-28,false,true
e487,j86,2026-08-01,true,false
e371,j87,2025-05-29,true,false
e169,j88,2024-01-15,false,false
e340,j89,2024-02-29,false,false
e200,j90,2025-09-23,false,false
e249,j91,2022-04-10,true,true
e188,j92,2026-08-29,true,true
e185,j93,2026-07-28,false,false
e83,j94,2024-11-14,false,false
e352,j95,2024-10-05,false,true
e369,j96,2024-05-12,false,true
e275,j97,2025-03-07,false,true
e209,j98,2022-02-17,false,true
e161,j99,2023-09-23,true,true
e124,j100,2025-10-06,false,false
e423,j101,2022-12-18,true,false
e183,j102,2022-01-29,true,false
e71,j103,2026-06-24,false,true
e265,j104,2026-02-10,true,false
e135,j105,2022-11-18,false,true
e266,j106,2022-02-23,true,true
e140,j107,2024-08-04,true,false
e364,j108,2025-03-09,true,false
e118,j109,2025-02-20,false,true
e305,j110,2024-05-16,false,true
e447,j111,2024-02-21,false,true
e2,j112,2024-11-21,true,true
e201,j113,2026-12-11,true,true
e170,j114,2026-04-18,false,true
e103,j115,2024-08-10,false,false
e382,j116,2022-12-22,false,true
e192,j117,2025-06-14,false,true
e5,j118,2022-01-11,true,true
e24,j119,2025-09-19,true,true
e122,j120,2022-10-09,false,true
e166,j121,2025-04-08,false,true
e297,j122,2023-12-24,false,true
e85,j123,2025-10-09,false,true
e176,j124,2024-09-01,false,false
e211,j125,2023-05-16,true,true
e107,j126,2024-05-24,false,false
e269,j127,2022-02-20,true,false
e493,j128,2022-02-06,false,true
e7,j129,2025-10-04,true,false
e154,j130,2025-11-20,true,false
e369,j131,2024-03-30,true,true
e421,j132,2026-12-13,false,false
e284,j133,2024-08-26,true,false
e309,j134,2026-12-31,false,true
e390,j135,2026-11-30,false,false
e203,j136,2025-12-04,true,true
e465,j137,2023-08-10,true,false
e273,j138,2023-08-25,true,true
e393,j139,2026-01-11,true,true
e477,j140,2024-12-16,false,true
e388,j141,2023-07-06,true,true
e130,j142,2022-01-11,false,false
e476,j143,2022-09-28,true,true
e56,j144,2026-05-15,true,false
e99,j145,2024-10-05,true,false
e207,j146,2025-06-19,true,false
e253,j147,2025-12-03,true,true
e495,j148,2025-09-28,true,false
e123,j149,2025-01-13,false,true
e450,j150,2024-03-18,true,false
e247,j151,2024-12-20,true,true
e276,j152,2023-01-31,false,false
e207,j153,2024-03-19,false,false
e26,j154,2024-08-03,false,true
e447,j155,2022-07-07,true,true
e238,j156,2022-12-05,false,true
e81,j157,2026-01-28,true,false
e131,j158,2026-09-24,false,false
e21,j159,2023-02-09,false,true
e292,j160,2022-10-12,true,false
e261,j161,2024-10-15,true,false
e457,j162,2022-12-27,true,true
e116,j163,2026-11-05,false,false
e268,j164,2022-07-14,false,false
e129,j165,2023-03-26,true,false
e239,j166,2026-11-12,false,false
e130,j167,2025-08-09,true,true
e366,j168,2024-09-19,true,false
e327,j169,2026-11-26,false,true
e367,j170,2024-07-22,false,false
e112,j171,2026-10-24,false,true
e77,j172,2024-08-23,true,false
e249,j173,2022-09-20,false,true
e312,j174,2024-10-10,false,false
e182,j175,2026-08-04,true,false
e482,j176,2024-02-24,false,false
e317,j177,2025-04-09,false,false
e32,j178,2026-04-25,false,false
e189,j179,2022-01-20,true,false
e199,j180,2022-04-25,true,true
e106,j181,2022-04-28,false,true
e436,j182,2025-04-12,true,true
e252,j183,2022-11-05,false,false
e161,j184,2026-03-18,true,true
e444,j185,2026-06-01,true,true
e185,j186,2023-12-04,true,true
e492,j187,2022-11-27,true,false
e373,j188,2026-02-19,true,false
e71,j189,2023-11-01,false,true
e139,j190,2022-02-08,true,true
e202,j191,2024-10-07,true,true
e420,j192,2024-02-18,false,false
e124,j193,2023-12-13,true,true
e146,j194,2026-06-15,true,true
e355,j195,2023-10-31,true,false
e152,j196,2025-09-06,true,false
e202,j197,2026-08-31,false,false
e331,j198,2022-11-19,false,false
e332,j199,2026-06-24,false,true
e108,j200,2023-06-05,true,true
e366,j201,2023-01-09,true,false
e29,j202,2025-11-11,true,true
e433,j203,2022-04-17,false,false
e214,j204,2026-03-11,false,true
e30,j205,2025-05-10,true,false
e317,j206,2026-01-16,false,false
e35,j207,2022-05-16,true,false
e133,j208,2026-04-01,true,false
e166,j209,2024-03-15,true,false
e42,j210,2025-12-21,false,false
e87,j211,2025-07-19,true,false
e215,j212,2022-09-19,false,false
e446,j213,2024-08-21,true,true
e304,j214,2023-09-20,false,false
e455,j215,2022-09-15,true,true
e298,j216,2022-06-18,true,true
e479,j217,2022-09-02,true,true
e303,j218,2024-04-06,false,true
e231,j219,2022-09-26,true,true
e307,j220,2026-05-04,true,true
e123,j221,2023-06-24,false,true
e191,j222,2022-09-05,false,false
e85,j223,2022-03-09,true,false
e211,j224,2026-04-27,false,false
e114,j225,2024-02-11,true,true
e90,j226,2025-09-21,true,false
e125,j227,2022-05-30,true,false
e132,j228,2025-10-21,false,true
e29,j229,2023-04-03,false,false
e76,j230,2025-03-12,false,false
e53,j231,2025-10-12,false,true
e104,j232,2023-09-29,true,false
e205,j233,2025-11-20,true,true
e465,j234,2022-10-29,false,true
e42,j235,2023-02-10,true,true
e90,j236,2023-05-01,false,true
e46,j237,2026-04-05,false,true
e44,j238,2026-11-06,true,false
e370,j239,2026-09-05,true,true
e351,j240,2022-12-02,false,true
e191,j241,2022-05-17,false,true
e109,j242,2023-04-21,true,true
e56,j243,2025-03-01,true,false
e475,j244,2022-06-12,true,false
e430,j245,2022-01-31,true,true
e429,j246,2022-09-16,false,false
e27,j247,2022-01-01,true,true
e498,j248,2025-04-25,true,false
e395,j249,2024-11-14,true,false
e414,j250,2022-04-10,false,true
e15,j251,2023-04-07,true,false
e415,j252,2024-11-04,false,false
e70,j253,2024-05-29,true,false
e248,j254,2026-10-27,false,false
e272,j255,2023-06-01,false,true
e263,j256,2022-05-17,false,false
e364,j257,2023-02-13,false,true
e27,j258,2025-04-22,true,true
e60,j259,2024-11-16,false,true
e398,j260,2026-12-10,true,false
e121,j261,2024-03-22,true,true
e69,j262,2023-01-09,true,true
e381,j263,2025-08-13,false,true
e250,j264,2022-05-09,true,true
e198,j265,2026-08-27,false,true
e301,j266,2023-01-06,false,false
e284,j267,2022-09-27,true,true
e0,j268,2023-03-21,true,false
e293,j269,2024-11-19,true,false
e336,j270,2023-01-24,false,false
e376,j271,2026-12-14,true,true
e303,j272,2022-06-23,true,false
e209,j273,2024-09-30,false,true
e183,j274,2023-09-06,false,false
e358,j275,2023-12-04,false,false
e478,j276,2023-07-30,true,false
e146,j277,2024-12-17,false,false
e380,j278,2024-08-05,false,false
e308,j279,2026-11-23,false,true
e14,j280,2022-10-20,false,false
e206,j281,2025-05-15,true,true
e240,j282,2025-04-22,true,false
e37,j283,2023-01-04,true,true
e44,j284,2023-10-03,true,true
e23,j285,2023-08-14,true,true
e33,j286,2023-01-01,false,false
e360,j287,2024-02-21,true,false
e294,j288,2025-11-11,true,false
e317,j289,2025-12-10,false,false
e16,j290,2024-10-25,true,false
e468,j291,2022-06-04,true,true
e368,j292,2022-08-22,false,true
e241,j293,2025-09-20,false,false
e408,j294,2023-09-04,false,false
e147,j295,2024-02-27,false,true
e404,j296,2026-08-31,true,false
e51,j297,2025-01-06,true,true
e88,j298,2026-01-24,true,true
e334,j299,2025-04-22,false,false
e322,j300,2023-02-21,true,false
e52,j301,2024-02-05,false,true
e402,j302,2025-01-14,true,true
e363,j303,2025-10-28,false,false
e330,j304,2024-06-27,false,false
e362,j305,2025-11-04,false,false
e43,j306,2026-12-19,false,false
e333,j307,2024-08-20,true,false
e383,j308,2025-01-19,false,true
e402,j309,2023-03-12,false,false
e196,j310,2023-06-09,true,false
e179,j311,2023-07-05,false,false
e160,j312,2024-04-04,true,true
e258,j313,2023-12-03,false,true
e42,j314,2022-09-25,false,true
e388,j315,2025-02-17,false,false
e340,j316,2026-10-20,false,false
e464,j317,2023-11-20,false,true
e84,j318,2023-08-05,true,true
e258,j319,2025-01-12,false,false
e420,j320,2026-04-03,false,false
e442,j321,2023-09-19,false,true
e300,j322,2025-11-30,true,false
e488,j323,2026-09-29,true,true
e422,j324,2026-12-12,false,false
e359,j325,2023-08-09,true,true
e128,j326,2023-02-13,true,true
e487,j327,2025-03-13,false,false
e325,j328,2025-09-24,false,true
e155,j329,2024-12-11,true,true
e137,j330,2025-02-23,true,true
e30,j331,2022-09-04,false,false
e452,j332,2023-11-23,false,true
e200,j333,2026-04-17,false,true
e43,j334,2025-08-22,false,true
e325,j335,2026-09-27,false,true
e383,j336,2023-09-22,true,false
e466,j337,2022-05-06,true,true
e122,j338,2024-10-16,true,true
e130,j339,2026-11-07,true,true
e121,j340,2025-01-03,true,false
e138,j341,2024-05-13,true,false
e224,j342,2026-04-10,false,false
e413,j343,2026-10-28,false,false
e27,j344,2025-01-02,false,true
e329,j345,2024-12-21,false,false
e267,j346,2026-04-29,false,false
e474,j347,2023-01-21,true,false
e153,j348,2023-09-06,false,false
e252,j349,2024-08-23,false,true
e106,j350,2026-01-14,false,false
e466,j351,2023-08-27,true,false
e420,j352,2024-05-24,false,false
e32,j353,2022-10-14,false,true
e275,j354,2026-08-03,false,true
e149,j355,2023-12-03,false,false
e215,j356,2022-04-09,false,true
e337,j357,2026-11-26,false,true
e370,j358,2025-02-05,false,false
e183,j359,2025-10-24,true,true
e169,j360,2024-04-21,false,true
e134,j361,2026-07-02,true,false
e225,j362,2025-03-25,false,true
e84,j363,2026-09-23,true,true
e107,j364,2024-07-16,false,false
e196,j365,2025-01-01,false,false
e27,j366,2024-12-16,false,false
e290,j367,2022-05-13,false,true
e336,j368,2022-07-07,false,true
e438,j369,2024-11-05,true,false
e85,j370,2025-06-05,false,true
e400,j371,2022-02-22,false,true
e303,j372,2023-10-21,false,true
e140,j373,2025-10-18,true,false
e169,j374,2022-02-04,true,true
e139,j375,2022-11-12,false,true
e124,j376,2025-02-04,true,false
e15,j377,2024-12-25,true,true
e250,j378,2024-08-26,false,true
e467,j379,2022-02-28,false,true
e407,j380,2026-07-03,true,true
e336,j381,2022-05-20,false,true
e191,j382,2023-04-23,true,false
e269,j383,2025-04-21,true,false
e0,j384,2026-03-28,false,false
e139,j385,2022-12-30,true,true
e234,j386,2024-12-13,true,false
e8,j387,2025-12-20,true,false
e196,j388,2026-07-23,false,true
e18,j389,2022-12-21,true,false
e254,j390,2022-02-01,false,false
e305,j391,2026-04-09,false,true
e60,j392,2023-10-29,true,true
e22,j393,2023-03-23,false,false
e469,j394,2023-03-25,true,true
e260,j395,2025-02-01,true,true
e407,j396,2026-06-05,false,true
e91,j397,2024-02-04,false,true
e196,j398,2025-01-06,false,true
e16,j399,2026-10-15,true,false
e376,j400,2025-09-22,true,false
e468,j401,2023-01-07,true,false
e214,j402,2023-03-25,true,false
e496,j403,2026-07-07,true,true
e478,j404,2026-09-27,true,false
e184,j405,2022-06-11,true,true
e409,j406,2023-11-27,false,false
e331,j407,2023-05-10,false,true
e461,j408,2024-04-21,false,false
e251,j409,2022-04-03,true,true
e272,j410,2024-11-03,true,false
e499,j411,2022-02-16,true,false
e140,j412,2026-12-29,true,true
e96,j413,2026-08-09,true,true
e264,j414,2023-09-16,true,false
e436,j415,2026-05-12,true,false
e207,j416,2026-01-17,true,true
e425,j417,2024-09-28,false,true
e96,j418,2023-06-12,true,true
e200,j419,2023-04-03,false,false
e164,j420,2022-11-23,true,false
e75,j421,2026-06-17,true,false
e413,j422,2026-01-08,true,false
e228,j423,2022-12-23,false,true
e330,j424,2023-01-25,false,true
e57,j425,2022-02-11,true,false
e184,j426,2026-12-22,false,true
e341,j427,2022-09-01,true,false
e467,j428,2025-08-24,true,true
e154,j429,2023-01-03,false,true
e154,j430,2024-10-24,true,true
e235,j431,2024-08-20,true,false
e294,j432,2026-03-25,false,false
e392,j433,2026-11-09,true,true
e312,j434,2022-09-23,false,false
e395,j435,2026-02-27,false,true
e190,j436,2022-05-11,false,true
e2,j437,2022-03-27,true,false
e119,j438,2024-04-29,false,false
e247,j439,2023-08-21,false,true
e83,j440,2025-01-20,false,false
e130,j441,2023-11-02,false,false
e384,j442,2025-04-10,true,false
e355,j443,2023-05-30,false,true
e51,j444,2026-04-09,true,false
e124,j445,2024-06-19,true,false
e447,j446,2025-06-11,true,false
e247,j447,2022-01-09,true,true
e106,j448,2024-06-08,false,true
e391,j449,2023-01-17,true,false
e346,j450,2024-07-08,false,false
e98,j451,2026-01-26,true,false
e403,j452,2023-10-03,true,true
e302,j453,2024-07-16,false,false
e299,j454,2022-01-04,true,true
e346,j455,2025-01-10,true,true
e109,j456,2023-06-27,true,true
e329,j457,2022-11-28,true,false
e251,j458,2025-12-04,false,true
e368,j459,2023-08-14,false,true
e163,j460,2025-09-24,true,false
e387,j461,2024-12-29,true,true
e489,j462,2024-01-24,false,true
e177,j463,2024-11-23,false,true
e17,j464,2022-07-18,true,false
e0,j465,2025-11-15,false,true
e70,j466,2022-03-12,false,false
e71,j467,2026-10-02,false,true
e412,j468,2022-02-21,true,true
e420,j469,2025-02-22,true,true
e476,j470,2022-06-26,true,true
e238,j471,2023-12-01,false,true
e85,j472,2025-10-18,true,true
e56,j473,2024-09-15,true,false
e187,j474,2026-09-02,false,false
e133,j475,2024-11-18,true,false
e257,j476,2022-11-15,true,true
e225,j477,2025-07-11,true,false
e443,j478,2026-02-27,true,false
e43,j479,2022-09-02,false,true
e286,j480,2024-06-29,false,false
e460,j481,2025-02-11,true,true
e255,j482,2022-08-01,true,false
e465,j483,2025-04-18,true,true
e86,j484,2026-10-21,true,true
e314,j485,2023-12-01,true,false
e142,j486,2025-03-27,true,false
e476,j487,2023-03-25,false,true
e184,j488,2026-03-29,false,false
e258,j489,2023-11-24,false,true
e206,j490,2024-04-26,false,false
e59,j491,2025-06-24,true,false
e440,j492,2026-08-08,true,true
e425,j493,2026-03-30,false,false
e436,j494,2026-11-20,false,false
e329,j495,2022-08-13,false,true
e12,j496,2025-05-11,true,true
e380,j497,2022-08-21,false,true
e94,j498,2022-12-29,false,false
e354,j499,2023-10-22,true,true
e170,j500,2026-11-16,true,true
e492,j501,2025-03-10,true,false
e329,j502,2024-04-06,false,true
e285,j503,2022-02-03,false,false
e460,j504,2022-01-22,false,true
e201,j505,2024-09-21,false,true
e467,j506,2023-12-05,true,false
e11,j507,2026-05-21,true,false
e393,j508,2024-08-24,false,true
e494,j509,2026-09-22,true,true
e40,j510,2026-05-29,true,false
e341,j511,2024-10-16,true,true
e258,j512,2026-05-12,true,true
e180,j513,2024-03-30,false,true
e0,j514,2026-01-28,false,true
e396,j515,2025-06-18,false,false
e366,j516,2025-11-15,true,true
e395,j517,2024-11-21,true,true
e205,j518,2025-06-29,false,true
e272,j519,2025-10-19,true,true
e256,j520,2022-09-08,true,false
e228,j521,2026-11-13,false,true
e457,j522,2023-12-25,true,true
e62,j523,2025-10-15,false,false
e381,j524,2022-10-06,true,true
e5,j525,2025-05-07,true,false
e419,j526,2022-03-04,false,true
e469,j527,2024-08-06,true,true
e365,j528,2023-05-23,true,true
e117,j529,2022-02-24,false,false
e364,j530,2022-02-17,false,false
e354,j531,2023-07-25,true,true
e275,j532,2024-08-24,false,false
e6,j533,2024-06-06,true,true
e327,j534,2024-02-22,false,true
e185,j535,2023-02-08,true,true
e441,j536,2025-05-24,false,false
e480,j537,2022-10-11,false,true
e381,j538,2023-11-20,true,true
e127,j539,2022-05-05,true,true
e292,j540,2024-10-21,false,false
e245,j541,2025-12-01,true,true
e56,j542,2025-01-11,false,true
e436,j543,2022-08-29,false,false
e25,j544,2023-02-09,true,false
e446,j545,2024-04-18,true,false
e140,j546,2025-03-07,false,true
e351,j547,2026-09-11,false,false
e161,j548,2023-03-06,false,true
e253,j549,2025-09-20,true,true
e173,j550,2025-02-20,true,true
e89,j551,2022-11-03,true,true
e315,j552,2022-05-05,false,false
e380,j553,2024-02-21,true,false
e45,j554,2025-08-04,true,true
e355,j555,2024-07-22,true,false
e271,j556,2025-05-31,false,false
e361,j557,2025-02-12,true,true
e254,j558,2025-02-03,true,true
e182,j559,2022-06-28,false,false
e440,j560,2022-10-13,true,true
e181,j561,2026-07-30,false,false
e463,j562,2022-04-14,false,true
e254,j563,2024-03-31,true,true
e296,j564,2026-02-24,true,true
e256,j565,2022-04-14,true,true
e269,j566,2026-06-26,true,true
e128,j567,2023-07-17,true,true
e310,j568,2023-03-07,true,false
e106,j569,2023-07-08,true,true
e358,j570,2025-02-16,true,false
e111,j571,2023-06-22,true,false
e226,j572,2025-10-24,true,true
e203,j573,2026-11-02,true,true
e271,j574,2023-12-14,true,true
e404,j575,2026-08-10,false,true
e116,j576,2022-12-29,false,false
e474,j577,2024-09-05,true,false
e88,j578,2026-01-31,true,false
e249,j579,2024-05-04,true,true
e83,j580,2024-10-27,true,true
e46,j581,2024-10-17,false,false
e148,j582,2026-06-17,true,true
e218,j583,2022-04-16,false,true
e198,j584,2026-10-02,true,true
e150,j585,2022-08-12,true,false
e253,j586,2023-09-21,false,true
e370,j587,2025-05-27,false,false
e286,j588,2022-05-31,true,false
e472,j589,2025-05-21,true,true
e413,j590,2026-05-13,true,false
e174,j591,2023-04-01,false,true
e121,j592,2025-05-15,false,false
e151,j593,2025-09-15,false,false
e302,j594,2024-05-07,true,true
e138,j595,2024-08-23,true,false
e484,j596,2022-04-30,true,false
e127,j597,2025-05-08,true,true
e227,j598,2026-02-02,false,true
e277,j599,2022-12-21,false,true
